username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
drahmadbazzi,Signal Processing Engineer | PhD in Electrical Engineering #convexoptimization #linearalgebra #statistics #AI #machinelearning #animation #broid,"Nice, France",226,3069,111638,2018-12-21 17:46:56,2020-07-28 20:29:26,6,"#day27 of Machine Learning with @DataScienceNIG .I learnt about SVM optimization, convex optimization.
@AiLautech 
@Dsn70daysofML 
#MachineLearning
@wimlds 
@o_funminiyi 
#70daysofML","[{'text': 'day27', 'indices': [14, 20]}]"
Dsn70daysofML,"I am a bot that was created to inspire the next generation of Machine Learning Engineers that are been trained at Data Science Nigeria 
Kindly follow me","Lagos, Nigeria",22,66,506,2020-06-29 07:01:47,2020-07-28 20:14:08,6,"#day27 of Machine Learning with @DataScienceNIG .I learnt about SVM optimization, convex optimization.
@AiLautech 
@Dsn70daysofML 
#MachineLearning
@wimlds 
@o_funminiyi 
#70daysofML","[{'text': 'day27', 'indices': [14, 20]}]"
developersbot,"I serve as a motivator to programmers 👨‍💻@engg_rky programmed me in #NodeJS. I’m working 24x7 & now hungry, please feed me your FOLLOW 👍 otherwise I’ll DIE💀",AWS Server,1,1165,75092,2020-05-31 19:31:30,2020-07-28 15:30:25,4,"Today we finished building our SVM class from scratch in Python! The code was quite daunting but watching the video 3 times later, I got it. Since i started #70daysofML with @DataScienceNIG my Python skills have improved a greay deal!
@Dsn70daysofML 
#MachineLearning",[]
AdesopeOladapo,"Post graduate Researcher. #Studentof:  #DataScience #AI #Python
#ComputerVision",Sheffield ,152,28,446,2019-05-02 13:22:36,2020-07-28 15:30:23,4,"Today we finished building our SVM class from scratch in Python! The code was quite daunting but watching the video 3 times later, I got it. Since i started #70daysofML with @DataScienceNIG my Python skills have improved a greay deal!
@Dsn70daysofML 
#MachineLearning",[]
techtrendingnow,"Follow me for update about what trend in tech right now : GPT-3 | AI | BlockChain etc... Like My Work? plz, Buy Me A coffee: https://t.co/UWL6Aa3dbq",,81,584,43317,2018-06-22 10:41:21,2020-07-28 15:05:30,4,"Today we finished building our SVM class from scratch in Python! The code was quite daunting but watching the video 3 times later, I got it. Since i started #70daysofML with @DataScienceNIG my Python skills have improved a greay deal!
@Dsn70daysofML 
#MachineLearning",[]
Gladdens_Eniola,Python programmer | SQL | Data Science & ML Enthusiast | CS Undergrad.,"Lagos, Nigeria",275,77,158,2016-09-26 17:46:45,2020-07-28 15:02:41,4,"Today we finished building our SVM class from scratch in Python! The code was quite daunting but watching the video 3 times later, I got it. Since i started #70daysofML with @DataScienceNIG my Python skills have improved a greay deal!
@Dsn70daysofML 
#MachineLearning","[{'text': '70daysofML', 'indices': [157, 168]}, {'text': 'MachineLearning', 'indices': [251, 267]}]"
developersbot,"I serve as a motivator to programmers 👨‍💻@engg_rky programmed me in #NodeJS. I’m working 24x7 & now hungry, please feed me your FOLLOW 👍 otherwise I’ll DIE💀",AWS Server,1,1165,75092,2020-05-31 19:31:30,2020-07-28 07:59:12,14,"Hello everyone,  I published 2 articles recently:
“K-Nearest Neighbor Algorithm: ‘The Magic Behind the Scenes’” by Aminah Mardiyyah Rufai https://t.co/tplY4izAXX

#Dsn70daysofmlstudy #Womenwhocode #womenintech #DataScience #MachineLearning #MondayMotivaton #AIbootcamp2020",[]
techtrendingnow,"Follow me for update about what trend in tech right now : GPT-3 | AI | BlockChain etc... Like My Work? plz, Buy Me A coffee: https://t.co/UWL6Aa3dbq",,81,584,43317,2018-06-22 10:41:21,2020-07-28 07:59:05,14,"Hello everyone,  I published 2 articles recently:
“K-Nearest Neighbor Algorithm: ‘The Magic Behind the Scenes’” by Aminah Mardiyyah Rufai https://t.co/tplY4izAXX

#Dsn70daysofmlstudy #Womenwhocode #womenintech #DataScience #MachineLearning #MondayMotivaton #AIbootcamp2020",[]
femtech_,"I'm a friendly bot retweeting female developers, engineers, scientists and their stories. #girlswhocode #womenintech  #womeninstem
Made by @frankanka","Berlin, Deutschland",1,14527,706252,2019-06-25 14:36:58,2020-07-28 07:59:05,14,"Hello everyone,  I published 2 articles recently:
“K-Nearest Neighbor Algorithm: ‘The Magic Behind the Scenes’” by Aminah Mardiyyah Rufai https://t.co/tplY4izAXX

#Dsn70daysofmlstudy #Womenwhocode #womenintech #DataScience #MachineLearning #MondayMotivaton #AIbootcamp2020",[]
thayehas,meow😸,,311,285,270,2019-06-23 06:29:39,2020-07-28 07:58:59,14,"Hello everyone,  I published 2 articles recently:
“K-Nearest Neighbor Algorithm: ‘The Magic Behind the Scenes’” by Aminah Mardiyyah Rufai https://t.co/tplY4izAXX

#Dsn70daysofmlstudy #Womenwhocode #womenintech #DataScience #MachineLearning #MondayMotivaton #AIbootcamp2020",[]
techtrendingnow,"Follow me for update about what trend in tech right now : GPT-3 | AI | BlockChain etc... Like My Work? plz, Buy Me A coffee: https://t.co/UWL6Aa3dbq",,81,584,43317,2018-06-22 10:41:21,2020-07-28 02:05:13,5,"#Day27 of #DSN70daysofML @DataScienceNIG you know you have found great values of the weights and bias given that SVM is yi(xi. w+b) = 1 when you have a value relatively close to 1.
#machinelearning","[{'text': 'Day27', 'indices': [17, 23]}, {'text': 'DSN70daysofML', 'indices': [27, 41]}]"
Pardoe_AI,"#AI #Influencer, #Advisor & #Investor. Host https://t.co/KgQ8kD7Wn4 Founder of @Informed_AI @Neurons_AI & @Awards_AI #intoAI CEO @Pardoe_VC CAIO @Combined_Intell",Global,7406,15150,185750,2014-07-06 12:41:41,2020-07-28 02:05:08,5,"#Day27 of #DSN70daysofML @DataScienceNIG you know you have found great values of the weights and bias given that SVM is yi(xi. w+b) = 1 when you have a value relatively close to 1.
#machinelearning","[{'text': 'Day27', 'indices': [17, 23]}, {'text': 'DSN70daysofML', 'indices': [27, 41]}]"
CodeGnuts,Just a bot helping coders show their progress. Automation built in #NodeJs by @AdamSpiceOnline. #100DaysOfCode,,0,1540,195634,2020-05-28 22:26:07,2020-07-28 00:25:34,5,"Day [27/70]
Encountered errors in the SVM algorithm. Spent time debugging.... hope to continue tomorrow 
#DSN70DaysOfML #Python #CodeNewbie #MachineLearning","[{'text': 'DSN70DaysOfML', 'indices': [121, 135]}]"
Dsn70daysofML,"I am a bot that was created to inspire the next generation of Machine Learning Engineers that are been trained at Data Science Nigeria 
Kindly follow me","Lagos, Nigeria",22,66,506,2020-06-29 07:01:47,2020-07-28 00:25:33,5,"Day [27/70]
Encountered errors in the SVM algorithm. Spent time debugging.... hope to continue tomorrow 
#DSN70DaysOfML #Python #CodeNewbie #MachineLearning","[{'text': 'DSN70DaysOfML', 'indices': [121, 135]}]"
TheCuriousLuke,Luke identifies himself as a: #MachineLearning #Enthusiast 🤖 ¦ #Biotechnology #Student 🤓 ¦ former #Chemical #Labtechnician 👨‍🔬 ¦  #Human,Switzerland,259,5098,217799,2018-11-18 10:50:47,2020-07-28 00:24:50,5,"Day [27/70]
Encountered errors in the SVM algorithm. Spent time debugging.... hope to continue tomorrow 
#DSN70DaysOfML #Python #CodeNewbie #MachineLearning","[{'text': 'DSN70DaysOfML', 'indices': [121, 135]}]"
gold_ochim,...🌇,"Abuja, Nigeria",507,112,227,2018-02-25 19:40:54,2020-07-28 00:24:35,5,"Day [27/70]
Encountered errors in the SVM algorithm. Spent time debugging.... hope to continue tomorrow 
#DSN70DaysOfML #Python #CodeNewbie #MachineLearning","[{'text': 'DSN70DaysOfML', 'indices': [105, 119]}, {'text': 'Python', 'indices': [120, 127]}, {'text': 'CodeNewbie', 'indices': [128, 139]}, {'text': 'MachineLearning', 'indices': [140, 156]}]"
blackpeopledata,We are passionate about publishing articles that help readers understand how topics of interest impact black people in America and abroad.Publish today!#article,Global,770,931,28035,2018-12-13 22:58:59,2020-07-27 22:53:29,6,"#day27 of Machine Learning with @DataScienceNIG .I learnt about SVM optimization, convex optimization.
@AiLautech 
@Dsn70daysofML 
#MachineLearning
@wimlds 
@o_funminiyi 
#70daysofML","[{'text': 'day27', 'indices': [14, 20]}]"
drahmadbazzi,Signal Processing Engineer | PhD in Electrical Engineering #convexoptimization #linearalgebra #statistics #AI #machinelearning #animation #broid,"Nice, France",226,3069,111638,2018-12-21 17:46:56,2020-07-27 22:50:20,6,"#day27 of Machine Learning with @DataScienceNIG .I learnt about SVM optimization, convex optimization.
@AiLautech 
@Dsn70daysofML 
#MachineLearning
@wimlds 
@o_funminiyi 
#70daysofML","[{'text': 'day27', 'indices': [14, 20]}]"
v_fadare,"God Over Everything//A Mathematician//Tech enthusiast  https://t.co/Glb4WwaYg5 Web Developer//Data Scientist//Entrepreneur//
ayomidefadare26@gmail.com.",Nigeria,623,210,417,2016-05-08 13:58:00,2020-07-27 22:50:04,6,"#day27 of Machine Learning with @DataScienceNIG .I learnt about SVM optimization, convex optimization.
@AiLautech 
@Dsn70daysofML 
#MachineLearning
@wimlds 
@o_funminiyi 
#70daysofML","[{'text': 'day27', 'indices': [0, 6]}, {'text': 'MachineLearning', 'indices': [131, 147]}, {'text': '70daysofML', 'indices': [171, 182]}]"
machine_ml,"Here, we retweet everything related to #MachineLearning
-
Data Science with Python: https://t.co/0HeXi52hwW
-
IBM Data Science Professional: https://t.co/NGM1EBnTyB",,21,10761,132259,2018-06-06 04:55:52,2020-07-27 22:16:50,5,"#Day27 of #DSN70daysofML @DataScienceNIG you know you have found great values of the weights and bias given that SVM is yi(xi. w+b) = 1 when you have a value relatively close to 1.
#machinelearning","[{'text': 'Day27', 'indices': [17, 23]}, {'text': 'DSN70daysofML', 'indices': [27, 41]}]"
developersbot,"I serve as a motivator to programmers 👨‍💻@engg_rky programmed me in #NodeJS. I’m working 24x7 & now hungry, please feed me your FOLLOW 👍 otherwise I’ll DIE💀",AWS Server,1,1165,75092,2020-05-31 19:31:30,2020-07-27 22:12:55,5,"#Day27 of #DSN70daysofML @DataScienceNIG you know you have found great values of the weights and bias given that SVM is yi(xi. w+b) = 1 when you have a value relatively close to 1.
#machinelearning","[{'text': 'Day27', 'indices': [17, 23]}, {'text': 'DSN70daysofML', 'indices': [27, 41]}]"
Dsn70daysofML,"I am a bot that was created to inspire the next generation of Machine Learning Engineers that are been trained at Data Science Nigeria 
Kindly follow me","Lagos, Nigeria",22,66,506,2020-06-29 07:01:47,2020-07-27 22:12:51,5,"#Day27 of #DSN70daysofML @DataScienceNIG you know you have found great values of the weights and bias given that SVM is yi(xi. w+b) = 1 when you have a value relatively close to 1.
#machinelearning","[{'text': 'Day27', 'indices': [17, 23]}, {'text': 'DSN70daysofML', 'indices': [27, 41]}]"
chibuike170,"#ElectronicsLover  #IoT C++
#arduino #Embeddedsystems #ShamelessLearner 
#ArsenalFan #Wireless #IgboAmaka #AfricanRep",,1098,631,197,2019-09-27 11:02:20,2020-07-27 22:11:23,5,"#Day27 of #DSN70daysofML @DataScienceNIG you know you have found great values of the weights and bias given that SVM is yi(xi. w+b) = 1 when you have a value relatively close to 1.
#machinelearning","[{'text': 'Day27', 'indices': [0, 6]}, {'text': 'DSN70daysofML', 'indices': [10, 24]}, {'text': 'machinelearning', 'indices': [181, 197]}]"
techtrendingnow,"Follow me for update about what trend in tech right now : GPT-3 | AI | BlockChain etc... Like My Work? plz, Buy Me A coffee: https://t.co/UWL6Aa3dbq",,81,584,43317,2018-06-22 10:41:21,2020-07-27 21:44:41,14,"Hello everyone,  I published 2 articles recently:
“K-Nearest Neighbor Algorithm: ‘The Magic Behind the Scenes’” by Aminah Mardiyyah Rufai https://t.co/tplY4izAXX

#Dsn70daysofmlstudy #Womenwhocode #womenintech #DataScience #MachineLearning #MondayMotivaton #AIbootcamp2020",[]
Nasereliver,"A Muslim| statistician|Data-scientist@AXAMansard||@AISaturdaysIB Facilitator|
LiverpoolDian @LFC|Nigeria Student Ambassador @Zindi|MLI enthusiast","Ibadan, Nigeria",2301,1420,7278,2016-01-04 06:25:39,2020-07-27 21:44:36,14,"Hello everyone,  I published 2 articles recently:
“K-Nearest Neighbor Algorithm: ‘The Magic Behind the Scenes’” by Aminah Mardiyyah Rufai https://t.co/tplY4izAXX

#Dsn70daysofmlstudy #Womenwhocode #womenintech #DataScience #MachineLearning #MondayMotivaton #AIbootcamp2020",[]
drahmadbazzi,Signal Processing Engineer | PhD in Electrical Engineering #convexoptimization #linearalgebra #statistics #AI #machinelearning #animation #broid,"Nice, France",226,3069,111638,2018-12-21 17:46:56,2020-07-27 21:21:24,7,"Day 26/27 of #DSN70DaysOfML.
I've been creating a class object for the SVM model using Convex Optimization. It's not yet complete, so tomorrow, we'd get to it!!
#100DaysOfCode 
#100DaysOfMLCode","[{'text': 'DSN70DaysOfML', 'indices': [27, 41]}]"
Dsn70daysofML,"I am a bot that was created to inspire the next generation of Machine Learning Engineers that are been trained at Data Science Nigeria 
Kindly follow me","Lagos, Nigeria",22,66,506,2020-06-29 07:01:47,2020-07-27 21:17:23,1,"#Day27 of #DSN70daysofML

Going through the video again to grasp as much as I can 😁. SVM algorithm coding ongoing 👨‍💻. Hope this SVM is no 🥵

@DataScienceNIG @bayoadekanmbi @AiUnilorin @Dsn70daysofML @Asanloko1 #MachineLearning","[{'text': 'Day27', 'indices': [15, 21]}, {'text': 'DSN70daysofML', 'indices': [25, 39]}]"
fikkyman1,"Christ! 📢
Tech boy 💻
United ✨✨",Nigeria,417,74,293,2014-09-06 18:56:18,2020-07-27 21:17:11,1,"#Day27 of #DSN70daysofML

Going through the video again to grasp as much as I can 😁. SVM algorithm coding ongoing 👨‍💻. Hope this SVM is no 🥵

@DataScienceNIG @bayoadekanmbi @AiUnilorin @Dsn70daysofML @Asanloko1 #MachineLearning","[{'text': 'Day27', 'indices': [0, 6]}, {'text': 'DSN70daysofML', 'indices': [10, 24]}, {'text': 'MachineLearning', 'indices': [211, 227]}]"
femtech_,"I'm a friendly bot retweeting female developers, engineers, scientists and their stories. #girlswhocode #womenintech  #womeninstem
Made by @frankanka","Berlin, Deutschland",1,14527,706252,2019-06-25 14:36:58,2020-07-27 21:11:06,14,"Hello everyone,  I published 2 articles recently:
“K-Nearest Neighbor Algorithm: ‘The Magic Behind the Scenes’” by Aminah Mardiyyah Rufai https://t.co/tplY4izAXX

#Dsn70daysofmlstudy #Womenwhocode #womenintech #DataScience #MachineLearning #MondayMotivaton #AIbootcamp2020",[]
